epoch,avg_r,loss
1,-649.4579999999602,0.5765244960784912
2,-622.1839999999676,0.458461731672287
3,-620.1809999999664,0.4517468810081482
4,-562.0869999999773,0.41887348890304565
5,-473.642999999972,0.3327942192554474
6,-465.68499999998346,0.3646729290485382
7,-462.0309999999679,0.37071308493614197
8,-483.8769999999636,0.4055820405483246
9,-448.99899999997217,0.4115874171257019
10,-359.6859999999781,0.4046851694583893
11,-328.1389999999832,0.36707088351249695
12,-302.81099999998844,0.17224609851837158
13,-333.02499999998514,0.2733475863933563
14,-305.49899999998496,0.46125927567481995
15,-306.7809999999843,0.32577022910118103
16,-253.32299999999495,0.38277703523635864
17,-285.51099999998996,0.44682013988494873
18,-271.1869999999922,0.3817780911922455
19,-259.3749999999959,0.28848493099212646
20,-250.5169999999912,0.3507051467895508
21,-246.3109999999968,0.44131696224212646
22,-242.39599999999416,0.38815391063690186
23,-240.31999999999363,0.28251954913139343
24,-228.62799999999748,0.31080758571624756
25,-242.33799999999653,0.3560425043106079
26,-215.24499999999816,0.143585667014122
27,-229.3929999999985,0.3117597699165344
28,-252.3649999999967,0.25010523200035095
29,-210.82799999999833,0.26906657218933105
30,-240.6789999999933,0.3784825801849365
31,-235.6539999999979,0.30451637506484985
32,-244.72999999999436,0.4729301929473877
33,-255.41299999999555,0.38661134243011475
34,-213.95900000000228,0.25212550163269043
35,-202.96400000000088,0.3485881984233856
36,-217.25899999999854,0.27277109026908875
37,-200.77299999999937,0.3276423513889313
38,-225.4399999999995,0.3187083303928375
39,-219.78899999999624,0.3510545790195465
40,-222.10199999999782,0.35480648279190063
41,-194.69500000000338,0.27877768874168396
42,-192.92100000000045,0.30227088928222656
43,-204.16500000000076,0.24554592370986938
44,-196.66400000000286,0.441092848777771
45,-179.03500000000477,0.16501010954380035
46,-193.66900000000317,0.28213006258010864
47,-190.5200000000012,0.29066842794418335
48,-182.11400000000404,0.22823913395404816
49,-179.3210000000048,0.37481096386909485
50,-181.86400000000378,0.24676021933555603
51,-184.85400000000504,0.20689153671264648
52,-182.2220000000035,0.21441085636615753
53,-167.97800000000785,0.206552654504776
54,-183.80200000000445,0.33206090331077576
55,-173.22600000000577,0.4189271926879883
56,-172.31000000000725,0.29095181822776794
57,-184.3480000000032,0.17786768078804016
58,-171.89600000000664,0.2727589011192322
59,-179.67600000000485,0.22271686792373657
60,-180.67300000000435,0.2701432704925537
61,-169.08400000000736,0.3009897470474243
62,-165.72400000000832,0.21176110208034515
63,-172.20600000000454,0.3905525207519531
64,-169.06600000000552,0.2856366038322449
65,-173.28200000000797,0.21433418989181519
66,-180.19700000000574,0.19226881861686707
67,-170.42800000000713,0.06286677718162537
68,-171.90300000000607,0.2610771954059601
69,-169.74600000000518,0.36597609519958496
70,-166.82900000000728,0.22006601095199585
71,-176.4150000000065,0.22492888569831848
72,-166.0370000000062,0.33452585339546204
73,-158.8100000000087,0.09955600649118423
74,-171.10100000000529,0.2963177263736725
75,-175.89700000000485,0.2677192687988281
76,-161.94300000000814,0.26456552743911743
77,-155.49200000000738,0.41574862599372864
78,-159.52900000000815,0.1901354044675827
79,-168.44500000000664,0.310482919216156
80,-163.06900000000928,0.13938742876052856
81,-155.36300000000642,0.22401657700538635
82,-153.75000000000654,0.19640643894672394
83,-175.3720000000073,0.307358980178833
84,-160.96100000000934,0.15262122452259064
85,-175.12300000000764,0.3626440763473511
86,-159.5250000000081,0.12250107526779175
87,-150.16100000000918,0.12862950563430786
88,-151.62900000000735,0.32278764247894287
89,-157.7240000000065,0.22796966135501862
90,-142.4290000000061,0.14461839199066162
91,-147.98100000000653,0.15881404280662537
92,-148.16500000000767,0.27015501260757446
93,-149.29200000000702,0.2195679247379303
94,-144.66800000000677,0.23640798032283783
95,-142.43000000000865,0.1304207593202591
96,-144.74300000000815,0.43871167302131653
97,-140.82400000000692,0.3031454384326935
98,-137.8080000000066,0.20768800377845764
99,-147.27600000000854,0.354873389005661
100,-147.41900000000714,0.2671767473220825
101,-136.7050000000056,0.2055521309375763
102,-140.38100000000603,0.4281062185764313
103,-142.44800000000782,0.28010454773902893
104,-132.93200000000613,0.13214397430419922
105,-134.04000000000636,0.10984474420547485
106,-144.7380000000081,0.3739698529243469
107,-140.60600000000917,0.28249332308769226
108,-140.60000000000593,0.355655312538147
109,-129.83700000000476,0.05401149392127991
110,-137.32400000000706,0.285625159740448
111,-127.16800000000526,0.16898539662361145
112,-127.41100000000596,0.11265358328819275
113,-126.6540000000068,0.29472842812538147
114,-120.336000000007,0.19134993851184845
115,-130.88700000000753,0.23149794340133667
116,-131.50800000000763,0.20943890511989594
117,-120.73500000000664,0.13442647457122803
118,-112.79400000000378,0.42543020844459534
119,-111.82600000000527,0.2367849051952362
120,-115.76100000000518,0.2313646376132965
121,-110.91100000000453,0.21839666366577148
122,-105.90600000000441,0.1618046760559082
123,-110.79300000000447,0.2715165913105011
124,-105.55400000000422,0.19040444493293762
125,-105.97600000000422,0.20402184128761292
126,-109.00200000000606,0.15747712552547455
127,-116.14600000000623,0.2651306986808777
128,-105.58100000000381,0.18727973103523254
129,-102.5470000000055,0.12815171480178833
130,-101.41100000000539,0.21303807199001312
131,-99.12000000000491,0.278747022151947
132,-102.62400000000524,0.12584266066551208
133,-112.88100000000611,0.15154632925987244
134,-102.01700000000457,0.2480764240026474
135,-94.07100000000429,0.15181471407413483
136,-103.67400000000642,0.21888333559036255
137,-105.50400000000414,0.3068723678588867
138,-114.0710000000057,0.22157162427902222
139,-98.95400000000497,0.23204520344734192
140,-98.37900000000538,0.1866939514875412
141,-105.93100000000543,0.3472317159175873
142,-101.12100000000514,0.25683414936065674
143,-100.1730000000058,0.35468509793281555
144,-101.01900000000587,0.15413370728492737
145,-101.04300000000478,0.34380465745925903
146,-97.59600000000566,0.18251489102840424
147,-98.93400000000548,0.21175087988376617
148,-109.6560000000059,0.35482585430145264
149,-107.63800000000653,0.2902005910873413
150,-102.44100000000475,0.18043532967567444
151,-98.24100000000664,0.20860005915164948
152,-96.4600000000043,0.16201773285865784
153,-97.325000000006,0.31182393431663513
154,-96.87300000000526,0.15142133831977844
155,-98.06900000000356,0.36666831374168396
156,-97.72400000000535,0.21266959607601166
157,-93.32400000000514,0.16101805865764618
158,-90.08300000000389,0.1548788845539093
159,-91.92400000000481,0.019342079758644104
160,-94.04200000000488,0.24657422304153442
161,-88.60800000000494,0.1379513144493103
162,-93.72400000000647,0.29103562235832214
163,-96.06600000000537,0.40128999948501587
164,-88.74000000000375,0.12780560553073883
165,-89.40100000000355,0.2709804177284241
166,-91.76800000000466,0.22543054819107056
167,-86.1220000000041,0.13678529858589172
168,-85.96500000000451,0.2103731334209442
169,-87.6750000000046,0.3433261513710022
170,-85.25000000000392,0.03546890616416931
171,-87.67900000000508,0.30185091495513916
172,-82.82400000000256,0.17620736360549927
173,-88.39400000000408,0.19166536629199982
174,-85.19000000000342,0.11802773177623749
175,-84.36000000000358,0.16088524460792542
176,-89.89600000000513,0.31905031204223633
177,-82.02000000000368,0.17270344495773315
178,-87.23200000000392,0.32258376479148865
179,-82.0450000000037,0.15120327472686768
180,-82.60900000000369,0.2523122727870941
181,-88.02000000000403,0.18899506330490112
182,-82.23900000000356,0.19368469715118408
183,-90.60100000000568,0.40402427315711975
184,-84.35200000000481,0.08844771981239319
185,-80.43200000000337,0.18612532317638397
186,-79.34000000000428,0.20145830512046814
187,-85.15500000000424,0.16381767392158508
188,-81.50900000000362,0.1222185268998146
189,-81.66200000000381,0.12564146518707275
190,-82.74100000000348,0.18824177980422974
191,-82.85000000000458,0.31658855080604553
192,-82.9890000000044,0.17227233946323395
193,-80.83200000000413,0.2780226767063141
194,-81.3460000000051,0.23201631009578705
195,-80.79200000000266,0.10129697620868683
196,-82.85900000000348,0.15279491245746613
197,-81.17400000000347,0.44556379318237305
198,-80.27400000000404,0.15938057005405426
199,-83.64200000000442,0.22660493850708008
200,-80.30000000000376,0.139377161860466
201,-83.9330000000043,0.1852182000875473
202,-83.64600000000515,0.17436666786670685
203,-80.79700000000423,0.2219504565000534
204,-82.52000000000452,0.18923205137252808
205,-80.95300000000499,0.03695756196975708
206,-81.42100000000443,0.3954794406890869
207,-78.21000000000366,0.26676061749458313
208,-78.18700000000382,0.1310427188873291
209,-81.51400000000518,0.24118033051490784
210,-80.56800000000358,0.19561517238616943
211,-86.3300000000059,0.3078781068325043
212,-80.29700000000543,0.3030208647251129
213,-78.86100000000486,0.25435835123062134
214,-78.364000000005,0.21438075602054596
215,-75.78900000000436,0.15516310930252075
216,-78.0250000000048,0.02050676941871643
217,-76.380000000004,0.21620884537696838
218,-75.42400000000413,0.1410321742296219
219,-76.85600000000359,0.16389153897762299
220,-79.31200000000337,0.4431294798851013
221,-76.07500000000373,0.12704592943191528
222,-75.244000000004,0.10178926587104797
223,-75.1960000000041,-0.0040934160351753235
224,-74.64000000000425,0.048199813812971115
225,-76.35000000000429,0.10169460624456406
226,-77.27800000000447,0.22172176837921143
227,-76.83800000000463,0.19480964541435242
228,-76.32800000000425,0.07030199468135834
229,-74.7130000000036,0.15168967843055725
230,-75.79900000000413,0.14502039551734924
231,-75.81500000000469,0.21626688539981842
232,-74.42500000000436,0.14458826184272766
233,-73.48900000000434,0.0942595899105072
234,-71.69300000000354,0.22113367915153503
235,-75.30100000000428,0.1962248682975769
236,-72.00300000000472,0.1440761685371399
237,-73.15100000000453,0.14316348731517792
238,-73.43500000000382,0.10968362540006638
239,-72.88200000000444,0.20364990830421448
240,-73.17500000000423,0.20771928131580353
241,-71.99100000000472,0.11327339708805084
242,-69.3900000000046,0.22461599111557007
243,-70.9220000000039,0.19273199141025543
244,-69.65100000000398,-0.017185375094413757
245,-70.2850000000049,0.3195902407169342
246,-71.11900000000566,0.15628065168857574
247,-71.0860000000037,0.17433513700962067
248,-71.03300000000436,0.12858258187770844
249,-70.50600000000371,0.18744781613349915
250,-71.07300000000575,0.08043940365314484
251,-69.14500000000369,0.09919524192810059
252,-69.00800000000368,0.03939119353890419
253,-68.39300000000338,0.2135898321866989
254,-69.29800000000395,0.18734635412693024
255,-69.81900000000465,0.04586552083492279
256,-69.09700000000396,0.13859596848487854
257,-69.22100000000442,0.20404261350631714
258,-66.41700000000337,0.21057817339897156
259,-65.76200000000426,0.229227215051651
260,-66.54800000000395,0.18889665603637695
261,-67.77800000000421,0.12022407352924347
262,-69.45900000000455,0.1416562795639038
263,-66.96600000000478,0.18949708342552185
264,-66.4520000000037,0.14977897703647614
265,-68.4470000000052,0.18439187109470367
266,-65.4670000000052,0.16434815526008606
267,-67.71300000000409,0.14852452278137207
268,-67.43000000000471,0.17671078443527222
269,-66.82900000000299,0.06434568762779236
270,-69.9580000000035,0.019975729286670685
271,-66.6480000000042,0.1677546501159668
272,-67.35700000000458,0.10791879892349243
273,-68.81400000000373,0.16721820831298828
274,-68.44000000000464,0.2138437032699585
