epoch,avg_r,loss
1,-719.9529999999856,0.38591331243515015
2,-657.3009999999828,0.3744019865989685
3,-616.332999999981,0.31226834654808044
4,-619.1349999999585,0.30814510583877563
5,-544.509999999973,0.3973757028579712
6,-460.49099999996577,0.3042175769805908
7,-436.92199999997996,0.36155709624290466
8,-448.76099999997984,0.33006250858306885
9,-431.4419999999734,0.4150082767009735
10,-347.57799999998514,0.257976770401001
11,-319.02199999998925,0.4204331338405609
12,-296.1339999999855,0.4537864029407501
13,-241.76299999999299,0.16041933000087738
14,-232.3549999999971,0.38268858194351196
15,-240.5609999999931,0.33382654190063477
16,-221.7499999999969,0.19303123652935028
17,-214.60899999999742,0.20338253676891327
18,-198.59099999999452,0.10876098275184631
19,-201.29399999999515,0.17395925521850586
20,-198.35700000000077,0.1676875501871109
21,-190.9219999999981,0.13496437668800354
22,-186.69500000000346,0.27172911167144775
23,-193.66699999999375,0.026470672339200974
24,-202.9079999999997,0.2516876757144928
25,-190.92399999999895,0.17434364557266235
26,-186.71599999999734,0.31556516885757446
27,-194.83300000000082,0.20260635018348694
28,-189.86499999999847,0.02839125692844391
29,-186.52099999999936,-0.0618601031601429
30,-175.97000000000102,0.37449023127555847
31,-177.06300000000564,-0.025824420154094696
32,-174.59900000000331,0.3863619565963745
33,-171.1560000000031,0.07503026723861694
34,-165.3690000000035,0.2604807913303375
35,-155.00400000000963,0.20142441987991333
36,-156.0040000000067,0.030723802745342255
37,-157.58300000000241,0.28481125831604004
38,-152.3690000000023,0.09086723625659943
39,-144.9360000000031,0.08091800659894943
40,-138.13500000000732,0.16249608993530273
41,-134.46300000001133,0.148812934756279
42,-128.98600000000536,0.27902859449386597
43,-133.91300000000464,0.07549045234918594
44,-130.26300000000654,0.2427881360054016
45,-119.7310000000069,-0.02380020171403885
46,-120.53200000000776,0.09768973290920258
47,-121.1560000000067,0.25611263513565063
48,-130.52100000000573,0.10703428089618683
49,-138.26200000000614,0.20376233756542206
50,-126.96500000000852,0.22350603342056274
51,-112.67600000000446,0.12053760886192322
52,-108.35300000000849,0.12515826523303986
53,-96.69000000000649,0.259704053401947
54,-98.22400000000914,-0.050847336649894714
55,-93.39200000000524,0.2838345468044281
56,-83.21700000000386,0.1633971631526947
57,-78.77400000000551,0.12557275593280792
58,-80.89900000000571,0.08593131601810455
59,-76.29400000000454,0.17509080469608307
60,-73.19200000000542,0.29915952682495117
61,-78.08700000000702,0.07603538036346436
62,-72.1470000000057,0.22524479031562805
63,-67.02400000000361,0.1800217181444168
64,-67.15600000000516,0.21423795819282532
65,-68.31500000000493,0.0695369616150856
66,-66.0680000000039,0.18301470577716827
67,-65.76800000000462,0.18167883157730103
68,-62.5390000000033,0.18787655234336853
69,-62.331000000003925,0.08027109503746033
70,-59.773000000002845,0.013668403029441833
71,-59.05800000000406,0.16353541612625122
72,-60.365000000002055,0.1321813315153122
73,-60.76100000000474,0.32858040928840637
74,-103.45900000001184,0.25187355279922485
75,-154.0020000000024,0.3213004469871521
76,-122.12100000000329,0.5067464709281921
77,-107.86400000000619,0.28361427783966064
78,-103.24100000000425,0.43241721391677856
79,-94.22600000000647,0.2171408087015152
80,-95.89200000000508,0.3425002098083496
81,-85.7390000000078,0.2268606722354889
82,-82.30600000000804,0.2549315392971039
83,-91.00200000000834,0.4134586751461029
84,-82.94800000000473,0.35682258009910583
85,-95.98700000001028,0.26343438029289246
86,-86.37200000000739,0.2802871763706207
87,-83.160000000008,0.2500847578048706
88,-85.05300000000838,0.49231287837028503
89,-77.57800000000746,0.15860728919506073
90,-76.83600000000733,0.21869733929634094
91,-68.88800000000536,0.3124956488609314
92,-68.9420000000067,0.08869139105081558
93,-64.47200000000474,0.18344363570213318
94,-66.74000000000416,0.03869565948843956
95,-64.05300000000415,0.23933695256710052
96,-64.09000000000309,0.10401028394699097
97,-66.66500000000471,0.07155531644821167
98,-61.80000000000356,0.1979568898677826
99,-65.9910000000064,0.2764054834842682
100,-64.44500000000659,0.09670425951480865
101,-63.30200000000296,0.00623413547873497
102,-59.878000000003624,0.25213462114334106
103,-63.289000000005515,0.459715336561203
104,-57.63900000000379,-0.0010729506611824036
105,-58.31700000000185,0.06849893927574158
106,-58.66800000000174,0.0018689371645450592
107,-59.21700000000227,-0.018549472093582153
108,-55.55000000000123,0.2137148231267929
109,-57.10600000000226,0.15807247161865234
110,-56.78700000000229,0.11450666934251785
111,-54.59100000000146,0.15885266661643982
112,-55.19500000000189,0.00459902361035347
113,-56.28200000000256,0.022759422659873962
114,-56.20400000000187,0.11169818043708801
115,-55.94400000000298,0.12470682710409164
116,-53.65100000000238,0.18550023436546326
117,-56.855000000003486,0.12567733228206635
118,-54.493000000002496,-0.020121369510889053
119,-52.7450000000014,0.14960336685180664
120,-52.22500000000131,0.047235384583473206
121,-50.90000000000093,0.18629246950149536
122,-53.35000000000169,0.015487190335988998
123,-54.140000000000924,0.12276022136211395
124,-52.75900000000126,0.19988077878952026
125,-53.83900000000217,0.36412179470062256
126,-542.6149999999801,-0.41882792115211487
127,-574.7129999999827,0.1350345015525818
128,-572.8869999999802,0.24937306344509125
129,-504.5089999999701,0.25204190611839294
130,-464.96399999997993,0.3133763074874878
131,-474.81799999997884,0.3335990309715271
132,-484.22499999997416,0.2767077088356018
133,-412.94799999997116,0.2590475082397461
134,-393.1229999999834,0.17076684534549713
135,-340.9209999999894,0.3486503064632416
136,-341.6939999999704,0.08578076958656311
137,-303.42699999997177,0.24039587378501892
138,-312.8969999999724,0.012528907507658005
139,-251.45699999999036,0.34955692291259766
140,-259.40099999998495,0.27703213691711426
141,-248.74799999999223,0.19447992742061615
142,-212.9599999999972,0.20335069298744202
143,-227.1779999999851,0.06679396331310272
144,-199.6879999999943,0.25321686267852783
145,-184.78799999999774,0.17632552981376648
146,-182.3260000000006,0.30018484592437744
147,-153.09300000000943,0.19028149545192719
148,-170.08800000000673,0.28352993726730347
149,-161.49500000001237,0.5094990730285645
150,-161.13100000000898,0.29375866055488586
151,-144.0310000000091,0.3871586322784424
152,-124.75100000000968,0.28733471035957336
153,-122.57100000000655,0.2920880913734436
154,-130.9290000000074,0.4375017583370209
155,-123.68100000000372,0.39178192615509033
156,-119.15400000000368,0.19559094309806824
157,-123.1200000000065,0.460862398147583
158,-110.68900000000603,0.19406777620315552
159,-111.31700000000912,0.6804690957069397
160,-101.53000000000635,0.5684013366699219
161,-94.33600000000634,0.0737074613571167
162,-89.75900000000763,0.139192596077919
163,-82.42300000000684,0.2145220786333084
164,-82.73300000000418,-0.023235086351633072
165,-75.96400000000476,0.24672526121139526
166,-74.92500000000408,0.03974686190485954
167,-69.98700000000571,0.20007507503032684
168,-69.89500000000537,0.10857488214969635
169,-67.07900000000318,0.057708848267793655
170,-65.53600000000424,0.1750069558620453
171,-63.08400000000358,0.15578092634677887
172,-59.619000000004,0.16627627611160278
173,-59.95100000000346,0.09777919948101044
174,-59.27200000000201,0.1918117254972458
175,-58.525000000002876,0.08898955583572388
176,-56.87500000000195,0.12853994965553284
177,-55.91100000000269,0.07881852984428406
178,-56.26100000000162,0.07106088101863861
179,-54.87700000000109,0.15145185589790344
180,-53.725000000001366,0.1687728464603424
181,-54.7240000000024,0.11253796517848969
182,-52.90700000000001,0.08567184209823608
183,-53.92900000000178,-0.04800576716661453
184,-50.6610000000001,0.11677383631467819
185,-51.989000000001816,0.1332782506942749
186,-52.43600000000146,-0.004737880080938339
187,-53.06800000000075,0.10625508427619934
188,-52.044000000001326,0.14047476649284363
189,-51.57500000000104,0.0612613670527935
190,-53.23800000000207,0.06448931992053986
191,-52.49900000000258,0.16953015327453613
192,-51.95800000000211,0.12640579044818878
193,-48.53099999999924,0.18576133251190186
194,-50.99600000000152,0.07350123673677444
195,-50.56099999999999,0.0706549882888794
196,-50.30899999999943,0.17876671254634857
197,-51.416000000001056,-0.06635507941246033
198,-52.143000000000235,0.14421315491199493
199,-50.099000000000096,0.19352634251117706
200,-50.28100000000137,0.1350051760673523
201,-50.9829999999996,0.02974541485309601
202,-49.91300000000183,0.10713722556829453
203,-49.45100000000027,0.1377866417169571
204,-85.02900000000835,0.23151400685310364
205,-90.91700000001293,0.3672431707382202
206,-87.1500000000091,0.3875654935836792
207,-84.39500000000841,0.3184036314487457
208,-81.28600000000841,0.2894388735294342
209,-89.64600000001086,0.2806374132633209
210,-81.21400000000953,0.37936246395111084
211,-82.33900000001034,0.18950104713439941
212,-68.25300000000699,0.3829883933067322
213,-64.8700000000058,0.18940278887748718
214,-64.1300000000048,0.42996546626091003
215,-65.09000000000484,0.17434556782245636
216,-64.4530000000058,0.11491218954324722
217,-62.82600000000697,0.1740950047969818
218,-54.84400000000129,0.2610902488231659
219,-54.43300000000249,0.20680126547813416
220,-56.47500000000364,0.14210736751556396
221,-57.529000000002995,0.035718612372875214
222,-55.80500000000261,0.1320793628692627
223,-54.36600000000199,0.20353369414806366
224,-50.38900000000137,0.0018572025001049042
225,-50.01800000000121,0.26650798320770264
226,-52.11900000000125,0.09353755414485931
227,-53.225000000002446,0.19245803356170654
228,-264.77799999997404,-0.4490422308444977
229,-496.063999999954,0.29841694235801697
230,-461.227999999982,0.37655365467071533
231,-357.09399999996555,0.2858661413192749
232,-332.826999999966,0.26459622383117676
233,-303.2629999999675,0.20122824609279633
234,-290.09399999997555,0.14969322085380554
235,-296.7039999999742,0.20664557814598083
236,-276.02199999996924,0.2768779695034027
237,-276.82899999998995,0.21348340809345245
238,-275.1189999999778,0.18362142145633698
239,-248.67199999998394,0.36081451177597046
240,-277.93599999998736,0.14990124106407166
241,-237.7329999999699,0.38184022903442383
242,-208.25399999999735,0.273356169462204
243,-214.9449999999957,0.20223145186901093
244,-184.31600000000017,0.23884044587612152
245,-208.5799999999889,0.21131651103496552
246,-206.19199999998736,0.15956330299377441
247,-207.20399999999267,0.25575482845306396
248,-200.1069999999998,0.19564107060432434
249,-183.80400000000304,0.32996344566345215
250,-179.4510000000018,0.2850920259952545
251,-186.2329999999999,0.33061158657073975
252,-182.0720000000005,0.2683713436126709
253,-169.21200000000607,0.19876722991466522
254,-164.93800000000985,0.41082826256752014
255,-155.0250000000134,0.3748469650745392
256,-151.42900000001336,0.16236791014671326
257,-158.84200000001172,0.26102763414382935
258,-151.26300000001288,0.29686543345451355
259,-153.1430000000172,0.28887414932250977
260,-141.35000000001241,0.18033453822135925
261,-149.52400000001487,0.2660652995109558
262,-143.44000000001097,0.27270177006721497
263,-136.09000000000887,0.3305278420448303
264,-136.07400000001337,0.29714322090148926
265,-140.75900000001056,0.28780847787857056
266,-130.97700000001177,0.046581707894802094
267,-127.1720000000107,0.2175065279006958
268,-122.37100000001216,0.21368460357189178
269,-146.6380000000136,0.2587968409061432
270,-117.69300000001333,0.21486550569534302
271,-111.7540000000119,0.4395862817764282
272,-115.0390000000108,0.24149346351623535
273,-120.70600000001467,0.23799896240234375
274,-110.18800000001247,0.13407385349273682
275,-111.66200000000953,0.21108365058898926
276,-115.22600000001091,0.187595933675766
277,-115.50800000001318,0.10612170398235321
278,-101.11100000000883,0.08058757334947586
279,-98.99700000000966,0.08445834368467331
280,-94.25000000001235,0.13710984587669373
281,-99.03600000000839,0.3303631842136383
282,-95.83200000000848,0.12113825231790543
283,-92.23100000000777,0.3196929097175598
284,-91.34700000001027,0.1448613405227661
285,-88.39600000000655,0.11155739426612854
286,-80.8280000000058,0.27829283475875854
287,-78.19000000000752,0.0528898648917675
288,-80.63700000000674,0.1369740068912506
289,-82.63400000000638,0.34015271067619324
290,-79.24300000000589,0.2740096151828766
291,-77.83500000000762,0.13689786195755005
292,-77.80700000000614,0.20309871435165405
293,-79.39500000000719,0.18434351682662964
294,-73.12500000000553,0.34521687030792236
295,-71.47900000000372,0.16215404868125916
296,-68.30700000000425,0.23502056300640106
297,-67.19100000000431,0.12599024176597595
298,-65.46500000000604,0.13784295320510864
299,-65.1600000000047,0.18776705861091614
300,-60.35400000000232,0.13544532656669617
301,-58.37400000000441,0.1382942497730255
302,-58.765000000003084,-0.02390451356768608
303,-54.67800000000156,0.337929368019104
304,-64.34500000000486,0.3437313437461853
305,-59.954000000002885,0.1430174708366394
306,-61.022000000003466,0.09046848118305206
307,-61.85800000000456,0.2340405285358429
308,-62.5230000000025,0.129879891872406
309,-62.73500000000488,0.19739985466003418
310,-65.15600000000464,0.16234108805656433
311,-65.52500000000609,0.2790084481239319
312,-62.54300000000375,0.20149832963943481
313,-58.57500000000314,0.1964578926563263
314,-59.79000000000416,0.027238719165325165
315,-60.99900000000565,-0.007432319223880768
316,-58.1000000000028,0.14999555051326752
317,-54.22300000000248,0.17591898143291473
318,-53.93000000000209,0.05357642471790314
319,-55.29900000000222,0.05966481193900108
320,-53.083000000002464,0.15258337557315826
321,-57.38600000000256,0.07796517014503479
322,-57.521000000003866,0.22605180740356445
323,-52.758000000002745,0.07703135162591934
324,-55.29900000000222,-0.05979916453361511
325,-55.28100000000296,0.009550247341394424
326,-53.97900000000196,0.13076919317245483
327,-54.52200000000199,0.15214750170707703
328,-53.14300000000216,0.15469679236412048
329,-57.09400000000162,0.044047728180885315
330,-52.761000000002696,0.09585049748420715
331,-52.34400000000168,0.02394765615463257
332,-53.53800000000189,0.019520044326782227
333,-51.37700000000109,0.18107065558433533
334,-55.11400000000065,-0.018851246684789658
335,-52.23700000000184,0.1488496959209442
336,-53.54800000000172,-0.01288674771785736
337,-52.08400000000213,-0.004647199064493179
338,-51.95800000000278,0.21040692925453186
339,-52.70400000000252,-0.0766722783446312
340,-51.76800000000255,0.11335592716932297
341,-52.15500000000111,0.19917598366737366
